videoId,videoViewCount,likeCount,dislikeCount,commentCount
_42elYp8z18,104112,2470,120,438
_LRR0gy7Z6c,177100,14813,401,736
_MUTS7xvKhQ,294650,7675,264,1511
_PHmgqX_gSE,127759,3388,162,834
_VQbiJewUrQ,41834,1809,57,216
_XI1zWg_9iU,148848,3666,155,386
_o9xbsBJBqk,22706,998,66,492
_ouOUDf2h8I,29780,481,24,109
_sbtLSKBf1c,271372,7295,1149,1134
_wyIGTsK5Z4,22114,345,6,104
a-eO9y1vN2M,406917,15416,681,1101
a6ihIzD7nyg,34584,1124,137,353
a7YUCNTe_Y4,48462,2583,729,900
aAFNfp7FTc8,243202,3389,120,492
aK3CLN2UOog,62579,3177,138,441
aMrhEQMvr2Y,241723,10422,253,868
ahReEQ-c7y8,127723,2315,126,510
b4qofQucnqg,38386,950,45,404
b68GNK4a0Hg,176096,3385,152,445
b8-BaKsTrls,70078,1281,109,160
bLzpFd2DvQ0,22603,483,25,133
bOoqJ9m_dP8,114522,2127,44,215
bQns2E1uA2E,108286,2171,111,304
bVEf5178O4Q,74827,2234,30,160
bZAdIABKw4s,108508,4042,360,528
baH7n6oLkw4,114742,3739,94,672
bomtTmn7a5Q,30235,503,36,93
bxKSZgYMZ5s,130274,5672,83,589
c2DU_41L284,40227,1469,100,211
cA0gRDcwrAs,118032,1625,264,132
cH12YKrJ3oc,10816,151,14,27
cMZ-bvu0Rss,171666,3222,203,698
cQRaokSO_j0,53558,3697,112,534
cdMw54Fb_m4,10767,355,9,132
cghynKKQ67k,16987,340,39,99
d1XjaX-8z5U,12149,519,32,139
dMU8tURXWo0,8540,186,12,33
dNXTyqOhNaE,163875,12658,198,703
dQCnYdLleeg,14050,33,5,30
dWkNc7j-EzM,17587,465,12,279
dxp-re4Msy0,15476,392,58,73
e0S9mi44gwk,22293,1122,42,159
eGot6yKIIBs,48128,594,43,117
eQNcvwwrrXY,106582,1349,67,402
eVkO-vbcKOs,185149,2689,98,123
ebZ5ngio5y4,7246,18,3,11
edLpWboWQjY,58277,649,96,84
eq0ehGXME3Q,144195,4192,281,169
esXDdp888q4,23997,1461,122,259
