videoId,title,channelId,channelTitle,uploaded
hAVAlXyLt68,Google Stadia в РОССИИ: ОБЗОР,UCY03gpyR__MuJtBpoSyIGnw,Droider.Ru,2020-02-27T18:32:35Z
4fqISnoC9BI,Stadia - Play For Everyone,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2020-04-28T16:33:07Z
1ZL0W7YKzSQ,On a TESTÉ l’avenir du JEU VIDÉO (Test Google Stadia),UCgoxc-VKU0cw9BcM9z_qokg,Frandroid,2019-11-18T17:00:00Z
-HLjgE6wh3c,"GOOGLE STADIA Si, tutto bello ma...",UChQlb1CdktgAt4k7U0TqisQ,Parliamo di Videogiochi,2019-11-20T13:19:34Z
tB4UldlJPFw,Google Stadia&#39;s Overheating Problem,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2019-11-24T18:57:17Z
GfztqqgvJRM,Can Google Stadia Compete With Video Game Consoles?,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,2020-01-17T19:26:24Z
ocZ25AtuS4A,Google Stadia: What Impact Will it Have on Gaming in 2020? - Gamescom 2019,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-08-22T15:50:09Z
Vu6pMwkBHiU,GOOGLE STADIA ES EL LANZAMIENTO PEOR PLANEADO DE LA HISTORIA,UC8nqO3GJ8CcwKZ2UftEvBpw,Garrus,2019-11-21T18:15:01Z
CcsZHPdMr1M,Cyberpunk 2077 - Official Stadia Reveal Trailer | Stadia Connect,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2019-08-19T17:07:03Z
8d4aJAao4TA,I Played Destiny 2 On GOOGLE STADIA.. This is how it went,UCFQ3laJZ-KDd7o3mfQlTg3A,Unknown Player,2019-11-23T02:04:53Z
RHtzXyHNV0k,Google Stadia - ЭТО ПРОВАЛ! Стриминг никому не нужен!,UCr_fwF-n-2_olTYd-m3n32g,Антон Логвинов,2019-12-09T11:09:18Z
9Z2dXwsRUA4,Google Stadia ile Oyun Oynadık - Bilgisayara Konsola Gerek Yok!,UCzNu79N8Lq1wUY52MkhWKSA,ShiftDelete.Net,2019-05-09T14:13:45Z
MzEEKQHLiTo,Google Stadia is Increasingly Garbage - Backwards Innovation,UChI0q9a-ZcbZh7dAu_-J-hg,Upper Echelon Gamers,2019-12-18T22:19:41Z
vsaenNSjclY,Official Stadia GDC 2019 Announcement Recap,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2019-03-19T22:03:28Z
Jlf7L5VxlcM,"Google Stadia: Mortal Kombat, Destiny 2, and Tomb Raider Gameplay",UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-11-18T17:00:04Z
WgD1MfkaaDQ,"Google Stadia - Propaganda enganosa, mentiras e fracasso",UCJAbkIY17zAmCTNQHH0bQoQ,Gameplayrj,2019-11-26T21:30:00Z
0cjSE6hlw0s,A New Nintendo Switch Pro Controller Releases And Google Stadia&#39;s Bold Claim | News Wave,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2019-10-10T12:00:01Z
nJtwuibxnWc,Google Stadia Is Free Starting Today - IGN Now,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2020-04-08T19:27:10Z
uVYW5KWLk0w,Stadia Connect 8.19.2019 - Game Announcements,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2019-08-19T17:45:00Z
AVfbgXKBVmc,TESTAMOS O GOOGLE STADIA! PRIMEIRAS IMPRESSÕES,UCHCcdjkFeWndu5UixT1xswQ,The Enemy,2019-04-02T23:00:01Z
e0A2a0zYW7U,"Google Stadia: Testing Gameplay of Destiny 2, and Red Dead Redemption 2 - IGN Plays Live",UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-11-19T06:39:39Z
t__QwHQgiXM,GOOGLE STADIA UNBOXING &amp; SETUP IN HINDI!,UCLM2cAfUUTDDqg8ms2hodyQ,Happy Aujla,2019-11-23T02:37:49Z
fVRDYeCmoR0,NVIDIA botou o Google STADIA pra MAMAR,UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,2020-02-13T22:00:10Z
jYoNzjlzHmM,Google STADIA è arrivata! E NON CI SIAMO (per adesso),UCxKrf2zGbarAs-3zu_OQ-tw,PLAYERINSIDE,2019-11-23T12:30:02Z
wi9DtYSOMks,Google Stadia announced at GDC 2019,UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2019-03-19T19:26:48Z
Y-hzJ6MUi9s,Google STADIA : panique à bord ? 🔥,UCRXcryyD7dzNQzd0Zkbj3ug,Julien Chièze,2020-02-03T11:33:53Z
8igzue_fNDQ,FULL Google Stadia Connect Full Conference - E3 2019,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-06-06T17:31:21Z
NDcrTIcO0pQ,Test Google Stadia,UCodQcUIWz9oYKvhvCZREhTA,Remigiusz Maciaszek,2019-03-21T09:02:22Z
F_nEZ6yC-DI,DEATH STRANDING y GOOGLE STADIA se ESTRELLAN en su LANZAMIENTO,UCjoI3m5iiEu4iMjbADY-oBg,JinoGamerHC,2019-11-20T15:01:29Z
MBFpHPFLbCM,Google Stadia: Quick Look,UCmeds0MLhjfkjD_5acPnFlQ,Giant Bomb,2019-11-18T17:00:03Z
Yf6VS-uItmE,"GOOGLE STADIA: PRECIO, PLAN GRATIS y VIDEOJUEGOS | Jugar desde cualquier parte sin disco o consola",UCUrYBZGlEOSD1_ds_HcNd6A,Xataka TV,2019-06-06T17:37:25Z
_l-Ae_4kygY,"Cos&#39;è Google Stadia? Sono Curioso, Proviamola  #Stadia",UC1jTVZboWRPpjGKAN921M5w,CiccioGamer89,2019-12-22T13:00:04Z
MCiYQCJaffU,PROVO IL NUOVO GOOGLE STADIA IN ANTEPRIMA! (Founders Edition),UCDz3CjAc51W-YtsxYtSPZXg,GiampyTek,2019-11-20T14:05:00Z
o4r0KWOtWo0,I actually like Google Stadia. Kinda.,UCr613nJgA50o8DUUT00qHvw,WULFF DEN,2019-11-25T15:01:17Z
ltQjnU9tVXU,This Just Made Google Stadia Pointless?,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2020-02-06T22:56:51Z
j_RCmw1UjIA,Google Stadia might have a different goal than you think,UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2019-03-23T13:00:11Z
HgQYwIEcJt4,"KONSOL İŞİ BİTER, Amazon LUNA vs. Google STADIA, CYBERPUNK, Larian Studios #Hesoyam",UC6q0eGHt5euC8aYLDjhaHpA,Can Sungur ve Yakın Evren,2020-10-10T11:22:56Z
qKUlG04AnL4,Google STADIA Setup &amp; First Review... Hold off for now! | The Tech Chap,UCzlXf-yUIaOpOjEjPrOO9TA,The Tech Chap,2019-11-23T15:55:44Z
oAK14DN-Lg8,"Google Stadia se estrella en su lanzamiento., catálogo mediocre, pocas funcionalidades | SQS",UCTVlEYIot8eHlhSlziENlog,elgranqenk2,2019-11-21T01:39:27Z
lktPNhglQ5E,Google Stadia Controller Review,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-11-19T23:57:20Z
ggq5HihbdRw,The PlayStation 5 Finally Gets Revealed And Google Stadia Randomly Leaks A Game | News Wave,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2020-06-12T12:00:25Z
5T4RaPp6-iE,I tried Google Stadia [First Impressions],UCOcE8WdQOSeqFczVxGatGKg,Lamarr Wilson,2019-11-22T23:08:45Z
N8Z7pPxmjA0,STADIA vs PC vs PS4 | RDR2: WHO DOES IT BEST?,UCyzR9HKyrqfyoAhLoRLesZQ,luckyandspawned,2020-03-31T10:00:20Z
sgM4a4oPruY,Google Stadia - INUTILE O INNOVAZIONE?,UCXDorkXBjDsh0wNethPe-zQ,Andrea Bentivegna - BlackGeek,2019-03-21T13:00:08Z
hDjQ02QQUeQ,The Google Stadia Controller Is A Nightmare To Disassemble,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2019-11-26T22:58:41Z
sGzBotqZSoE,o DESASTROSO Lançamento do Google STADIA,UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,2019-11-20T21:45:01Z
xTaprNQoSsY,The one person that uses Google Stadia,UCza8ZlL0pYIMwY9TTsdUOGw,chrisdlln,2020-07-14T20:19:58Z
Jqj5ywQXCGs,Yes Google Stadia is VERY Bad!!,UCiHFS5txB0O7jckRk-oK8XQ,DreamcastGuy,2019-11-18T22:09:47Z
inxIiG8lNRI,GYLT - Official Launch Trailer | Stadia,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2019-11-12T17:00:07Z
eEyM7pLZqM4,Google Stadia Conferência Honesta - Paródia,UCm9yWjCa1JT6sqVBQ8q-x0Q,DublandoCoisas,2019-04-05T22:15:35Z
ak16iUdSM_M,Take-Two похоронила Google Stadia. EGS на очереди,UC4e_XPBiiIO4fo4_CucxQeg,iXBT games,2020-06-02T18:09:49Z
rCF7loToqdc,FINALMENTE!! SAIU O FANTASTICO &quot;EMULADOR&quot; OFICIAL da GOOGLE para CELULAR ANDROID - GOOGLE STADIA APP,UCq4d5Kl14cbbS8K15mV-z7g,INCOMPATÍVEIS BR,2020-04-10T17:11:15Z
1y4YArdkyjQ,XBOX colocou o Google Stadia pra MAMAR,UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,2020-07-17T23:19:54Z
A6Wy_pWscsk,Google Stadia - Official Launch Trailer,UCUnRn1f78foyP26XGkRfWsA,GameSpot Trailers,2019-11-19T18:56:07Z
Qr9_uXluL1Q,Worst Ever: Stadia Is Still Broken! - Rerez,UCoFpRCAsKfWAshvLE1bYzdw,Rerez,2020-12-01T21:15:00Z
0yx2wdklQFo,Here Comes Google Stadia,UC1dDig68uYf_1QM7GJ9ecTA,Joey Pockett,2019-03-21T20:32:35Z
N4CydDzVGA8,Google Stadia en 4 Minutos (Subtitulado al Español),UCDDvmdft9g81RNInHni599Q,Arturo Goga,2019-03-19T20:03:56Z
8Ylqd8YTAEg,STADIA è GRATIS... ma ne vale la pena?,UC5GSO2hiHevgZUhSQIJNd2A,Quei Due Sul Server 2,2020-04-16T16:24:29Z
ozJnG1ar_rM,Google STADIA! Das ENDE DES GAMING PCs oder harmlos? #KreativeFragen 64,UC3xKksVR1NXvF1q7utbtt7g,KreativEcke,2019-06-14T13:00:02Z
c-dflr0u4G8,Google Stadia Dev Gives everyone another reason to Hate Stadia More,UCbQ4fbi0fy3d6Hb7q2FIATw,It'sAGundam,2020-10-29T22:55:26Z
ShAYrhn5Zjk,6 razones por las que NO recomiendo Google Stadia,UCe1FDuO_eqI4M9U9UyLBOhA,Just Unboxing,2019-11-27T17:00:11Z
U6xDg4_SUrk,Google Is Already Viewing Stadia As An Afterthought,UC__Oy3QdB3d9_FHO_XG1PZg,ReviewTechUSA,2020-10-01T20:00:03Z
2HjcXP3Qg9I,Huge Cyberpunk 2077 Leak! Install Size DLC Dates &amp; Multiplayer As Google Stadia Gameplay Underwhelms,UCfwE_ODI1YTbdjkzuSi1Nag,TheQuartering,2020-11-28T22:36:35Z
FZJ9aL1i2cg,PLAYING GTA 5 ON MY PHONE WITH GOOGLE STADIA?😍,UCNSkIgYMLDX3tZDNWPnbrDw,Anmol Jaiswal,2019-03-26T09:00:03Z
VOYrqn8xx1Y,JOGUEI NO NOVO CONSOLE DO GOOGLE! - STADIA é BOM MESMO?,UCSRmIdDu1XFDr2iViBvcEDA,Controle Dois,2019-11-26T23:56:02Z
iN13EhmkuU8,"J&#39;AI TESTÉ STADIA, LA CONSOLE DE GOOGLE !",UCSa3tAS6S9fZhPZue05eyhQ,Retrojeux,2019-11-29T17:41:18Z
YTALHOomkug,"Google Stadia, Cloud Gaming Masa Depan? Kepunahan Konsol?",UCbb5TgzYFaLw0_QYxMvxDdg,The Lazy Monday,2019-03-26T11:23:56Z
ySnnzIv9ICc,Evento do Google STADIA foi Completamente HORRÍVEL,UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,2020-07-15T22:15:14Z
vq47YENoaFE,Google Stadia Hands-On With Doom Eternal - E3 2019,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2019-06-13T00:34:26Z
nMRsFzmoJWo,The Pokemon Company Is Suing Leakers And Google Stadia Caught Lying? | News Wave,UCoIXnB865l9Ex9zs4OIXTdQ,Spawn Wave,2019-11-26T13:00:11Z
NZrj-0TsyaM,DOOM 2016 - Google Stadia Gameplay,UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,2019-03-19T22:30:01Z
I59_ikzn3rU,Google Stadia Pro Erfahrungsbericht nach 3 Monaten,UCtVRqyK1SGKqOlER5-mnKZQ,Technikfaultier,2020-02-19T19:07:17Z
2qs-NP1DVzU,Lots of Google Stadia details and more,UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2019-07-24T19:34:32Z
U4lvmE84KDU,##125 GOOGLE STADIA - lama2 Komputer &amp; PS4 semakin GAK LAKU !!!!.,UC8WsVTGSkhJTcaQtmn7GlCw,Kios Komputer,2019-07-21T05:32:29Z
WZ-Wnc8igDE,Is Google Stadia for you?,UCX_t3BvnQtS5IHzto_y7tbw,Coreteks,2019-03-20T06:45:05Z
xPp0vZgN-F0,Doom Eternal On Google Stadia Gameplay | GDC 2019,UCnZ7P-Tab_LqLQECgPlW-nw,GameSpot Gameplay,2019-03-19T21:20:01Z
ks6m_rMlQLo,Cyberpunk 2077 - Official Gameplay Trailer | Stadia,UCQKyy9Wl7hsVn1BP7BC53Yg,Stadia,2020-11-27T19:00:14Z
1e8Bs88016o,تعرّف على منصة Google Stadia,UC1C2VTdEHmQD-3GINYSHuFA,Abdullah Reviews,2019-03-20T11:00:03Z
rXsw_VH8zzk,F1 2020 On Google Stadia: Is It Any Good?,UCcIqkLHMUEEyvUnki9bpeKQ,Alex Gillon,2020-07-15T19:54:50Z
pLqM3ih9U1Q,El GAMING en la NUBE | GOOGLE STADIA VS GEFORCE NOW | ¿Cual es mejor?,UChNjKomUc1P4v5KfNDfyk4A,Toro Tocho Reviews,2020-02-12T20:36:35Z
nHzx1QE0TTs,"Есть ли смысл в GeForce Now и Google Stadia. Обзор, сравнение, выводы",UC8SCPmddeQZoP1CVwBcIDMQ,Егор Клёнов,2020-09-25T15:18:11Z
DTQghQDUT2E,"¡GOOGLE STADIA ES UN TIMO,  OPINIÓN DE 3 MAESTROS! - Sasel - análisis - español - noticias",UCF3Ez6QwZwwr_E7RZGJMW0A,saselandia,2019-06-06T19:54:41Z
