videoId,videoViewCount,likeCount,dislikeCount,commentCount
jgQeimn_SvQ,170432,4035,111,99
jn1O9IZD5CY,241977,5807,143,728
jpPZnCJ3o7E,31917,2321,54,136
ju4YhLq20Mk,1160,144,1,1
k-GBUHua46o,154611,16175,329,879
kB-UWVc4PuY,4190,593,4,16
kCJhcF9okhE,21895,178,24,20
kLdggZsHeDg,104772,5162,115,526
kTrZ5UflYwc,24020,8,7,2
kp9sMdhpczg,9097,686,248,364
kr98CjPWt5c,5228,1409,4,295
l1Lq5-Sa7Ow,62639,3682,106,547
l1v9bNiKMHE,7362,53,22,31
lM0uBNhCbTY,41843,2109,36,453
l_JONVmDoxo,10479,433,19,50
l_S-tRrLfdM,9668,157,6,26
leN-G7KCEnU,233709,11850,240,775
lg4pSUGkbCA,23543,820,36,113
ljAFs9jO1X0,361729,8518,268,976
lkjqbRxTBvU,231544,9114,581,1023
mM6bDT_1xN8,35903,1324,58,452
mSTWHQ5NDIg,176105,5443,162,670
mUCKuK_ytWo,745339,56192,2916,36988
m_iEFv_cYgU,36142,7316,32,519
mrHdj79bZx0,20755,633,24,119
n5CCbfvXkI8,18066,3326,65,464
nAbe1wAYDTg,176967,5233,97,474
nFGdBB9FsUY,103636,1792,542,225
nGsOuHqWpZ0,25866,833,47,96
nbJeoNn07DA,28815,1640,34,129
ndzfbMS7upU,14978,406,11,32
oO7quiVB_rA,38487,1405,63,113
oUrEGyPHoXE,7063,146,3,15
ocREbwPhWTo,269242,7192,200,934
oc_snEJP-TM,201162,3969,192,298
osMGCu_pd_w,24567,919,73,135
p0RfXp0trc4,9244,1170,36,83
p1yxDPahPdo,192686,3705,43,160
pAwAL8jAF8Q,35335,2285,73,430
pHy6CnlzzU8,61686,4377,112,430
pOwoz2Z7Sq4,562605,9970,294,991
pnquKTgLEeY,175383,8367,407,539
qE6Y8xKetIE,196342,10353,289,480
qN4tcxsfTkc,329522,30375,435,1395
qNYpIndqBE8,54362,1612,56,177
qQ_Xu1fVhkY,23216,128,18,74
qV2SQ2SXOHQ,495879,9455,346,1358
qW3TVADQXhY,151859,4237,258,304
qZ_hwI78y8o,59556,4190,88,517
r1BF__R26ko,44727,996,41,157
r2BZqAgUpUM,63168,1728,49,146
r8lR5Gdu7EU,13797,219,15,45
rFbkp89Jhc4,29628,2268,62,160
s10t0XUeL8Q,803915,41141,727,2724
s25Bxs4a-o8,44721,65,19,47
s8qL6LLAxks,36949,2644,32,249
sJUhmg36XP0,73828,1552,29,97
sKhLs4fwxus,269670,13850,163,702
sN0Yc6HTamE,71162,1788,85,408
sTT-2Dfi9qI,202788,10705,174,557
svMvpT-JDz8,56608,555,71,164
swvfZX5uFAU,5651,274,12,65
t2TUARmy0l8,36288,1206,14,189
t8y0egLSuJ4,5722,559,15,146
tWGMq5OSaZI,953774,10,7,2
tYvFQEi7w9I,19498,76,6,29
tfPaRryXJMc,1047276,87833,1604,4451
tiQNVSlHsLo,16751,46,8,55
u0paJCCeSt0,12760,20,3,1
u5lg-xDmJ-s,184819,7255,227,1098
uBxaDpdEmNQ,82551,3438,113,289
ud1V7-n-MVU,427891,46171,716,4021
um15vJbrjxI,47392,2333,169,257
uoKZSzCwsMY,168857,2424,92,127
uswtK4TVJx8,6660,680,29,135
vA1ss2xz5GU,78970,3302,133,430
vLxmj3ZoMxQ,17209,1093,43,159
vSsaPu20_RY,103928,1359,115,351
vUoLQM3197E,10106,26,7,27
vZtOl2f8SYc,508533,13031,604,998
vjvaiXj96Gk,8620,364,14,381
vlDfNOa1HTw,32197,1173,23,116
vqhlBQHnXEI,14963,1407,18,151
vt3BJxdkyoA,238962,25149,477,714
wIFNvbqp3H8,15514,209,22,25
wIMjjJhNg84,20817,23,28,1
wJ4dEnpgTO0,180055,10608,301,1074
wScXdf0_FVQ,236954,7205,379,705
weDlGszkxvk,14483,550,394,131
wfxng0dtRx8,249877,4218,312,344
wuDeG-Uu70o,69742,923,50,106
x5VDuhDHRL8,9715,64,10,16
x7vvbYR5aYU,91019,14612,73,747
x8BAm7wrP1Y,51714,3750,52,218
xBa-rht3Ugc,23044,3240,60,0
xRyyV8Yf-Bw,28261,209,20,50
xSZyWFOU848,157478,6931,322,734
xUcZWzI6zXQ,91386,3123,172,800
xYH61NkCV64,7843,655,36,287
xilhzoFrGao,9554,1131,7,40
xz5XOsL63GM,15446,1677,25,198
yDCsQ02HNFk,298472,19104,752,904
yOZjhsg4ais,104756,3949,113,443
yQhSsFMkUKo,187282,5956,128,330
yZ-hUR3dyoc,102259,2694,139,1579
yo2rcPyXbq0,50368,953,26,279
yoERIuz1ssA,461051,6682,177,720
z63CP02GMZA,103895,3169,64,570
zR06A0IkCWI,18782,387,18,105
zXSTBESLSF0,68036,3770,112,293
zel9Vd2WjIc,101867,1309,53,97
zgplPGq8mMk,18586,639,32,473
ziEdQCGQv5A,21829,1650,40,134
zoffk1qbeLw,32559,588,53,578
zz_uBH1zj48,155700,4562,109,947
