videoId,title,channelId,channelTitle,Date,videoViewCount,likeCount,dislikeCount,commentCount,channelViewCount,subscriberCount,videoCount,positive_comments,negative_comments,neutral_comments,stock_price_before,stock_date_before,stock_price_after,stock_date_after
bqZuoAq0sT0,EMPEÑO MI XBOX SERIES X Y ME DAN MUY POCO...,UCr6U90SjEcVfNbj0UAGRFtA,Expector,2020-12-05,142650,8042,388,1011,26965404,296000,305,38,26,589,214.3600006103516,2020-12-04,214.2899932861328,2020-12-07
i_-e01faXno,Xbox Series X Launch |  Xbox Series X gameplay (Win a Console),UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-11-10,345773,9391,381,191,136522518,571000,3528,50,11,40,217.8197326660156,2020-11-09,216.6627655029297,2020-11-16
V4qOe3VK1Eg,Xbox Game Pass Update | November’s BIGGEST Additions,UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-11-29,141041,3637,136,617,136522518,571000,3528,96,47,55,215.22999572753903,2020-11-27,214.3600006103516,2020-12-04
AVcHXTXKd7w,19 Xbox Series X|S hidden features &amp; settings you DIDN’T KNOW!,UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-11-20,160498,3775,276,386,136522518,571000,3528,89,40,78,212.4199981689453,2020-11-19,213.8699951171875,2020-11-25
ienCATDCYuM,"Xbox Game Pass Update | Control, Gang Beasts, DOOM Eternal (PC) + 15 MORE ADDED!",UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-12-03,99654,3213,62,548,136522518,571000,3528,112,62,85,215.3699951171875,2020-12-02,214.2899932861328,2020-12-07
pFa_Mpf3f4E,10 OPTIMISED Games For Xbox Series X|S You HAVE To Play!,UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-11-23,109707,2577,80,542,136522518,571000,3528,77,31,67,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
HLBNneJRqXs,Xbox Update | December 2020,UCozZmz40Oc6NYD4JtZJgO8A,Xbox On,2020-12-01,106017,3001,93,484,136522518,571000,3528,57,34,70,214.07000732421875,2020-11-30,214.2899932861328,2020-12-07
FlIC4Si5320,"PS5 VS Xbox Series X : le Gros Comparatif ! (rapidité, gameplay,..)",UCJy0lX8ThZ7lCtst7JnegWQ,Jojol,2020-11-21,353514,24354,1133,3012,388515744,2110000,1434,107,35,958,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
frzbboh194w,Oto nowa generacja! Pierwsze wrażenia z Xbox Series X,UCtGnMWpCcoRZVWxkVKp3Ulg,TVGRYpl,2020-10-20,340831,15710,659,1833,815211938,1180000,2862,104,19,627,213.6606292724609,2020-10-19,209.53143310546875,2020-10-26
d_tgonMLGx0,Co potrafi konsola za 1300 ZŁ? Recenzja Xbox Series S,UCtGnMWpCcoRZVWxkVKp3Ulg,TVGRYpl,2020-11-05,324867,13647,240,1531,815211938,1180000,2862,100,41,536,215.824951171875,2020-11-04,215.9845428466797,2020-11-11
7zMIzid5bQY,Red Dead Redemption 2 | PS5 vs Xbox Series X | Graphics &amp; FPS Comparison | BC,UCCV8Mj59PZkf3ON_U8q4n7g,ElAnalistaDeBits,2020-11-23,354025,6006,455,2416,265037064,397000,4042,299,119,369,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
